"REF_DATE","GEO","VALUE"
"1966-04","Nova Scotia","755000"
"1966-04","New Brunswick","616000"
"1966-04","Quebec","5762000"
"1966-04","Ontario","6926000"
"1966-04","Manitoba","963000"
"1966-04","Saskatchewan","954000"
"1966-04","Alberta","1459000"
"1966-04","British Columbia","1862000"
"1966-04","Yukon","14000"
"1966-04","Northwest Territories including Nunavut","28000"
"1966-07","Canada","20048000"
"1966-07","Newfoundland and Labrador","494000"
"1966-07","Prince Edward Island","109000"
"1966-07","Nova Scotia","757000"
"1966-07","New Brunswick","617000"
"1966-07","Quebec","5787000"
"1966-07","Ontario","6977000"
"1966-07","Manitoba","963000"
"1966-07","Saskatchewan","956000"
"1966-07","Alberta","1465000"
"1966-07","British Columbia","1880000"
"1966-07","Yukon","14000"
"1966-07","Northwest Territories including Nunavut","29000"
"1966-10","Canada","20146000"
"1966-10","Newfoundland and Labrador","496000"
"1966-10","Prince Edward Island","109000"
"1966-10","Nova Scotia","756000"
"1966-10","New Brunswick","617000"
"1966-10","Quebec","5808000"
"1966-10","Ontario","7025000"
"1966-10","Manitoba","959000"
"1966-10","Saskatchewan","957000"
"1966-10","Alberta","1470000"
"1966-10","British Columbia","1905000"
"1966-10","Yukon","15000"
"1966-10","Northwest Territories including Nunavut","29000"
"1967-01","Canada","20228000"
"1967-01","Newfoundland and Labrador","496000"
"1967-01","Prince Edward Island","109000"
"1967-01","Nova Scotia","757000"
"1967-01","New Brunswick","618000"
"1967-01","Quebec","5826000"
"1967-01","Ontario","7063000"
"1967-01","Manitoba","958000"
"1967-01","Saskatchewan","955000"
"1967-01","Alberta","1476000"
"1967-01","British Columbia","1926000"
"1967-01","Yukon","15000"
"1967-01","Northwest Territories including Nunavut","29000"
"1967-04","Canada","20306000"
"1967-04","Newfoundland and Labrador","498000"
"1967-04","Prince Edward Island","109000"
"1967-04","Nova Scotia","758000"
"1967-04","New Brunswick","619000"
"1967-04","Quebec","5846000"
"1967-04","Ontario","7096000"
"1967-04","Manitoba","961000"
"1967-04","Saskatchewan","955000"
"1967-04","Alberta","1483000"
"1967-04","British Columbia","1937000"
"1967-04","Yukon","15000"
"1967-04","Northwest Territories including Nunavut","29000"
"1967-07","Canada","20412000"
"1967-07","Newfoundland and Labrador","500000"
"1967-07","Prince Edward Island","109000"
"1967-07","Nova Scotia","761000"
"1967-07","New Brunswick","621000"
"1967-07","Quebec","5870000"
"1967-07","Ontario","7142000"
"1967-07","Manitoba","964000"
"1967-07","Saskatchewan","958000"
"1967-07","Alberta","1493000"
"1967-07","British Columbia","1950000"
"1967-07","Yukon","15000"
"1967-07","Northwest Territories including Nunavut","29000"
"1967-10","Canada","20509000"
"1967-10","Newfoundland and Labrador","502000"
"1967-10","Prince Edward Island","109000"
"1967-10","Nova Scotia","762000"
"1967-10","New Brunswick","622000"
"1967-10","Quebec","5888000"
"1967-10","Ontario","7186000"
"1967-10","Manitoba","966000"
"1967-10","Saskatchewan","959000"
"1967-10","Alberta","1501000"
"1967-10","British Columbia","1970000"
"1967-10","Yukon","15000"
"1967-10","Northwest Territories including Nunavut","29000"
"1968-01","Canada","20581000"
"1968-01","Newfoundland and Labrador","503000"
"1968-01","Prince Edward Island","110000"
"1968-01","Nova Scotia","764000"
"1968-01","New Brunswick","623000"
"1968-01","Quebec","5902000"
"1968-01","Ontario","7213000"
"1968-01","Manitoba","966000"
"1968-01","Saskatchewan","957000"
"1968-01","Alberta","1510000"
"1968-01","British Columbia","1988000"
"1968-01","Yukon","15000"
"1968-01","Northwest Territories including Nunavut","30000"
"1968-04","Canada","20644000"
"1968-04","Newfoundland and Labrador","505000"
"1968-04","Prince Edward Island","110000"
"1968-04","Nova Scotia","765000"
"1968-04","New Brunswick","624000"
"1968-04","Quebec","5916000"
"1968-04","Ontario","7238000"
"1968-04","Manitoba","968000"
"1968-04","Saskatchewan","959000"
"1968-04","Alberta","1518000"
"1968-04","British Columbia","1996000"
"1968-04","Yukon","15000"
"1968-04","Northwest Territories including Nunavut","30000"
"1968-07","Canada","20729000"
"1968-07","Newfoundland and Labrador","507000"
"1968-07","Prince Edward Island","110000"
"1968-07","Nova Scotia","768000"
"1968-07","New Brunswick","626000"
"1968-07","Quebec","5931000"
"1968-07","Ontario","7275000"
"1968-07","Manitoba","972000"
"1968-07","Saskatchewan","961000"
"1968-07","Alberta","1527000"
"1968-07","British Columbia","2006000"
"1968-07","Yukon","16000"
"1968-07","Northwest Territories including Nunavut","30000"
"1968-10","Canada","20814000"
"1968-10","Newfoundland and Labrador","509000"
"1968-10","Prince Edward Island","111000"
"1968-10","Nova Scotia","771000"
"1968-10","New Brunswick","628000"
"1968-10","Quebec","5949000"
"1968-10","Ontario","7305000"
"1968-10","Manitoba","974000"
"1968-10","Saskatchewan","962000"
"1968-10","Alberta","1536000"
"1968-10","British Columbia","2023000"
"1968-10","Yukon","16000"
"1968-10","Northwest Territories including Nunavut","30000"
"1969-01","Canada","20888000"
"1969-01","Newfoundland and Labrador","511000"
"1969-01","Prince Edward Island","111000"
"1969-01","Nova Scotia","771000"
"1969-01","New Brunswick","627000"
"1969-01","Quebec","5961000"
"1969-01","Ontario","7338000"
"1969-01","Manitoba","975000"
"1969-01","Saskatchewan","959000"
"1969-01","Alberta","1546000"
"1969-01","British Columbia","2042000"
"1969-01","Yukon","16000"
"1969-01","Northwest Territories including Nunavut","31000"
"1969-04","Canada","20950000"
"1969-04","Newfoundland and Labrador","513000"
"1969-04","Prince Edward Island","111000"
"1969-04","Nova Scotia","774000"
"1969-04","New Brunswick","627000"
"1969-04","Quebec","5975000"
"1969-04","Ontario","7362000"
"1969-04","Manitoba","977000"
"1969-04","Saskatchewan","959000"
"1969-04","Alberta","1553000"
"1969-04","British Columbia","2052000"
"1969-04","Yukon","16000"
"1969-04","Northwest Territories including Nunavut","31000"
"1969-07","Canada","21028000"
"1969-07","Newfoundland and Labrador","515000"
"1969-07","Prince Edward Island","111000"
"1969-07","Nova Scotia","777000"
"1969-07","New Brunswick","628000"
"1969-07","Quebec","5987000"
"1969-07","Ontario","7399000"
"1969-07","Manitoba","979000"
"1969-07","Saskatchewan","958000"
"1969-07","Alberta","1562000"
"1969-07","British Columbia","2065000"
"1969-07","Yukon","16000"
"1969-07","Northwest Territories including Nunavut","31000"
"1969-10","Canada","21111000"
"1969-10","Newfoundland and Labrador","516000"
"1969-10","Prince Edward Island","111000"
"1969-10","Nova Scotia","778000"
"1969-10","New Brunswick","628000"
"1969-10","Quebec","6001000"
"1969-10","Ontario","7442000"
"1969-10","Manitoba","979000"
"1969-10","Saskatchewan","955000"
"1969-10","Alberta","1571000"
"1969-10","British Columbia","2082000"
"1969-10","Yukon","16000"
"1969-10","Northwest Territories including Nunavut","32000"
"1970-01","Canada","21182000"
"1970-01","Newfoundland and Labrador","516000"
"1970-01","Prince Edward Island","110000"
"1970-01","Nova Scotia","779000"
"1970-01","New Brunswick","625000"
"1970-01","Quebec","6002000"
"1970-01","Ontario","7488000"
"1970-01","Manitoba","979000"
"1970-01","Saskatchewan","948000"
"1970-01","Alberta","1579000"
"1970-01","British Columbia","2107000"
"1970-01","Yukon","17000"
"1970-01","Northwest Territories including Nunavut","32000"
"1970-04","Canada","21244000"
"1970-04","Newfoundland and Labrador","516000"
"1970-04","Prince Edward Island","110000"
"1970-04","Nova Scotia","780000"
"1970-04","New Brunswick","626000"
"1970-04","Quebec","6005000"
"1970-04","Ontario","7528000"
"1970-04","Manitoba","981000"
"1970-04","Saskatchewan","942000"
"1970-04","Alberta","1589000"
"1970-04","British Columbia","2118000"
"1970-04","Yukon","17000"
"1970-04","Northwest Territories including Nunavut","32000"
"1970-07","Canada","21324000"
"1970-07","Newfoundland and Labrador","518000"
"1970-07","Prince Edward Island","110000"
"1970-07","Nova Scotia","783000"
"1970-07","New Brunswick","628000"
"1970-07","Quebec","6015000"
"1970-07","Ontario","7566000"
"1970-07","Manitoba","983000"
"1970-07","Saskatchewan","940000"
"1970-07","Alberta","1597000"
"1970-07","British Columbia","2134000"
"1970-07","Yukon","17000"
"1970-07","Northwest Territories including Nunavut","33000"
"1970-10","Canada","21400000"
"1970-10","Newfoundland and Labrador","519000"
"1970-10","Prince Edward Island","111000"
"1970-10","Nova Scotia","784000"
"1970-10","New Brunswick","628000"
"1970-10","Quebec","6021000"
"1970-10","Ontario","7613000"
"1970-10","Manitoba","982000"
"1970-10","Saskatchewan","933000"
"1970-10","Alberta","1607000"
"1970-10","British Columbia","2152000"
"1970-10","Yukon","17000"
"1970-10","Northwest Territories including Nunavut","33000"
"1971-01","Canada","21465000"
"1971-01","Newfoundland and Labrador","519000"
"1971-01","Prince Edward Island","111000"
"1971-01","Nova Scotia","785000"
"1971-01","New Brunswick","630000"
"1971-01","Quebec","6017000"
"1971-01","Ontario","7656000"
"1971-01","Manitoba","984000"
"1971-01","Saskatchewan","927000"
"1971-01","Alberta","1616000"
"1971-01","British Columbia","2168000"
"1971-01","Yukon","18000"
"1971-01","Northwest Territories including Nunavut","34000"
"1971-04","Canada","21523000"
"1971-04","Newfoundland and Labrador","521000"
"1971-04","Prince Edward Island","111000"
"1971-04","Nova Scotia","788000"
"1971-04","New Brunswick","633000"
"1971-04","Quebec","6022000"
"1971-04","Ontario","7683000"
"1971-04","Manitoba","986000"
"1971-04","Saskatchewan","926000"
"1971-04","Alberta","1623000"
"1971-04","British Columbia","2178000"
"1971-04","Yukon","18000"
"1971-04","Northwest Territories including Nunavut","34000"
"1971-07","Canada","21962032"
"1971-07","Newfoundland and Labrador","530854"
"1971-07","Prince Edward Island","112591"
"1971-07","Nova Scotia","797294"
"1971-07","New Brunswick","642471"
"1971-07","Quebec","6137305"
"1971-07","Ontario","7849027"
"1971-07","Manitoba","998876"
"1971-07","Saskatchewan","932038"
"1971-07","Alberta","1665717"
"1971-07","British Columbia","2240470"
"1971-07","Yukon","18991"
"1971-07","Northwest Territories including Nunavut","36398"
"1971-10","Canada","22039243"
"1971-10","Newfoundland and Labrador","534471"
"1971-10","Prince Edward Island","112874"
"1971-10","Nova Scotia","798804"
"1971-10","New Brunswick","644717"
"1971-10","Quebec","6148121"
"1971-10","Ontario","7882241"
"1971-10","Manitoba","998957"
"1971-10","Saskatchewan","928061"
"1971-10","Alberta","1675638"
"1971-10","British Columbia","2258651"
"1971-10","Yukon","19462"
"1971-10","Northwest Territories including Nunavut","37246"
"1972-01","Canada","22092498"
"1972-01","Newfoundland and Labrador","535736"
"1972-01","Prince Edward Island","112964"
"1972-01","Nova Scotia","800513"
"1972-01","New Brunswick","646337"
"1972-01","Quebec","6152950"
"1972-01","Ontario","7906337"
"1972-01","Manitoba","998910"
"1972-01","Saskatchewan","923123"
"1972-01","Alberta","1679985"
"1972-01","British Columbia","2278085"
"1972-01","Yukon","19723"
"1972-01","Northwest Territories including Nunavut","37835"
"1972-04","Canada","22148919"
"1972-04","Newfoundland and Labrador","537368"
"1972-04","Prince Edward Island","113314"
"1972-04","Nova Scotia","800542"
"1972-04","New Brunswick","648056"
"1972-04","Quebec","6165470"
"1972-04","Ontario","7927220"
"1972-04","Manitoba","1000104"
"1972-04","Saskatchewan","921306"
"1972-04","Alberta","1686758"
"1972-04","British Columbia","2290667"
"1972-04","Yukon","19859"
"1972-04","Northwest Territories including Nunavut","38255"
"1972-07","Canada","22218463"
"1972-07","Newfoundland and Labrador","539124"
"1972-07","Prince Edward Island","113460"
"1972-07","Nova Scotia","802255"
"1972-07","New Brunswick","648769"
"1972-07","Quebec","6174216"
"1972-07","Ontario","7963117"
"1972-07","Manitoba","1001652"
"1972-07","Saskatchewan","920780"
"1972-07","Alberta","1694090"
"1972-07","British Columbia","2302086"
"1972-07","Yukon","20143"
"1972-07","Northwest Territories including Nunavut","38771"
"1972-10","Canada","22288499"
"1972-10","Newfoundland and Labrador","541472"
"1972-10","Prince Edward Island","113960"
"1972-10","Nova Scotia","805317"
"1972-10","New Brunswick","651182"
"1972-10","Quebec","6182065"
"1972-10","Ontario","7992037"
"1972-10","Manitoba","1001682"
"1972-10","Saskatchewan","916659"
"1972-10","Alberta","1705519"
"1972-10","British Columbia","2318552"
"1972-10","Yukon","20570"
"1972-10","Northwest Territories including Nunavut","39484"
"1973-01","Canada","22347459"
"1973-01","Newfoundland and Labrador","542983"
"1973-01","Prince Edward Island","114276"
"1973-01","Nova Scotia","808614"
"1973-01","New Brunswick","652497"
"1973-01","Quebec","6189678"
"1973-01","Ontario","8013391"
"1973-01","Manitoba","1002589"
"1973-01","Saskatchewan","913591"
"1973-01","Alberta","1710866"
"1973-01","British Columbia","2338148"
"1973-01","Yukon","20813"
"1973-01","Northwest Territories including Nunavut","40013"
"1973-04","Canada","22405392"
"1973-04","Newfoundland and Labrador","544026"
"1973-04","Prince Edward Island","114437"
"1973-04","Nova Scotia","809697"
"1973-04","New Brunswick","655725"
"1973-04","Quebec","6199080"
"1973-04","Ontario","8035129"
"1973-04","Manitoba","1005005"
"1973-04","Saskatchewan","912191"
"1973-04","Alberta","1717910"
"1973-04","British Columbia","2350837"
"1973-04","Yukon","20968"
"1973-04","Northwest Territories including Nunavut","40387"
"1973-07","Canada","22491777"
"1973-07","Newfoundland and Labrador","545561"
"1973-07","Prince Edward Island","114620"
"1973-07","Nova Scotia","812386"
"1973-07","New Brunswick","656720"
"1973-07","Quebec","6213149"
"1973-07","Ontario","8075547"
"1973-07","Manitoba","1007358"
"1973-07","Saskatchewan","911937"
"1973-07","Alberta","1725327"
"1973-07","British Columbia","2367271"
"1973-07","Yukon","21148"
"1973-07","Northwest Territories including Nunavut","40753"
"1973-10","Canada","22570338"
"1973-10","Newfoundland and Labrador","546717"
"1973-10","Prince Edward Island","114944"
"1973-10","Nova Scotia","814351"
"1973-10","New Brunswick","658693"
"1973-10","Quebec","6227045"
"1973-10","Ontario","8107108"
"1973-10","Manitoba","1008908"
"1973-10","Saskatchewan","908856"
"1973-10","Alberta","1735396"
"1973-10","British Columbia","2386932"
"1973-10","Yukon","20874"
"1973-10","Northwest Territories including Nunavut","40514"
"1974-01","Canada","22649538"
"1974-01","Newfoundland and Labrador","547107"
"1974-01","Prince Edward Island","115189"
"1974-01","Nova Scotia","816353"
"1974-01","New Brunswick","661016"
"1974-01","Quebec","6238468"
"1974-01","Ontario","8139808"
"1974-01","Manitoba","1012378"
"1974-01","Saskatchewan","907546"
"1974-01","Alberta","1739942"
"1974-01","British Columbia","2409913"
"1974-01","Yukon","20973"
"1974-01","Northwest Territories including Nunavut","40845"
"1974-04","Canada","22723274"
"1974-04","Newfoundland and Labrador","547385"
"1974-04","Prince Edward Island","115566"
"1974-04","Nova Scotia","816688"
"1974-04","New Brunswick","662560"
"1974-04","Quebec","6251741"
"1974-04","Ontario","8172562"
"1974-04","Manitoba","1015368"
"1974-04","Saskatchewan","907748"
"1974-04","Alberta","1746975"
"1974-04","British Columbia","2424995"
"1974-04","Yukon","20895"
"1974-04","Northwest Territories including Nunavut","40791"
"1974-07","Canada","22807969"
"1974-07","Newfoundland and Labrador","549604"
"1974-07","Prince Edward Island","115962"
"1974-07","Nova Scotia","818751"
"1974-07","New Brunswick","664744"
"1974-07","Quebec","6268571"
"1974-07","Ontario","8204275"
"1974-07","Manitoba","1018206"
"1974-07","Saskatchewan","908457"
"1974-07","Alberta","1754621"
"1974-07","British Columbia","2442578"
"1974-07","Yukon","21069"
"1974-07","Northwest Territories including Nunavut","41131"
"1974-10","Canada","22907390"
"1974-10","Newfoundland and Labrador","551508"
"1974-10","Prince Edward Island","116401"
"1974-10","Nova Scotia","821251"
"1974-10","New Brunswick","669506"
"1974-10","Quebec","6286708"
"1974-10","Ontario","8240114"
"1974-10","Manitoba","1018954"
"1974-10","Saskatchewan","908714"
"1974-10","Alberta","1769880"
"1974-10","British Columbia","2461396"
"1974-10","Yukon","21335"
"1974-10","Northwest Territories including Nunavut","41623"
"1975-01","Canada","22979190"
"1975-01","Newfoundland and Labrador","552812"
"1975-01","Prince Edward Island","117031"
"1975-01","Nova Scotia","823084"
"1975-01","New Brunswick","671135"
"1975-01","Quebec","6299783"
"1975-01","Ontario","8260161"
"1975-01","Manitoba","1019529"
"1975-01","Saskatchewan","910276"
"1975-01","Alberta","1782575"
"1975-01","British Columbia","2479085"
"1975-01","Yukon","21580"
"1975-01","Northwest Territories including Nunavut","42139"
"1975-04","Canada","23048990"
"1975-04","Newfoundland and Labrador","554166"
"1975-04","Prince Edward Island","117316"
"1975-04","Nova Scotia","824791"
"1975-04","New Brunswick","673918"
"1975-04","Quebec","6310999"
"1975-04","Ontario","8284503"
"1975-04","Manitoba","1021824"
"1975-04","Saskatchewan","913118"
"1975-04","Alberta","1795097"
"1975-04","British Columbia","2489116"
"1975-04","Yukon","21692"
"1975-04","Northwest Territories including Nunavut","42450"
"1975-07","Canada","23143275"
"1975-07","Newfoundland and Labrador","556496"
"1975-07","Prince Edward Island","117724"
"1975-07","Nova Scotia","826549"
"1975-07","New Brunswick","677008"
"1975-07","Quebec","6330303"
"1975-07","Ontario","8319795"
"1975-07","Manitoba","1024975"
"1975-07","Saskatchewan","917415"
"1975-07","Alberta","1808689"
"1975-07","British Columbia","2499564"
"1975-07","Yukon","21908"
"1975-07","Northwest Territories including Nunavut","42849"
"1975-10","Canada","23240585"
"1975-10","Newfoundland and Labrador","558900"
"1975-10","Prince Edward Island","118009"
"1975-10","Nova Scotia","830351"
"1975-10","New Brunswick","682086"
"1975-10","Quebec","6348244"
"1975-10","Ontario","8352911"
"1975-10","Manitoba","1026093"
"1975-10","Saskatchewan","922468"
"1975-10","Alberta","1825051"
"1975-10","British Columbia","2510751"
"1975-10","Yukon","22214"
"1975-10","Northwest Territories including Nunavut","43507"
"1976-01","Canada","23304197"
"1976-01","Newfoundland and Labrador","560024"
"1976-01","Prince Edward Island","118264"
"1976-01","Nova Scotia","832765"
"1976-01","New Brunswick","685155"
"1976-01","Quebec","6362125"
"1976-01","Ontario","8366498"
"1976-01","Manitoba","1028134"
"1976-01","Saskatchewan","925570"
"1976-01","Alberta","1839191"
"1976-01","British Columbia","2520425"
"1976-01","Yukon","22259"
"1976-01","Northwest Territories including Nunavut","43787"
"1976-04","Canada","23369845"
"1976-04","Newfoundland and Labrador","560856"
"1976-04","Prince Edward Island","118298"
"1976-04","Nova Scotia","833741"
"1976-04","New Brunswick","687521"
"1976-04","Quebec","6377976"
"1976-04","Ontario","8387985"
"1976-04","Manitoba","1030093"
"1976-04","Saskatchewan","928697"
"1976-04","Alberta","1852651"
"1976-04","British Columbia","2525812"
"1976-04","Yukon","22263"
"1976-04","Northwest Territories including Nunavut","43952"
"1976-07","Canada","23449808"
"1976-07","Newfoundland and Labrador","562639"
"1976-07","Prince Edward Island","118648"
"1976-07","Nova Scotia","835166"
"1976-07","New Brunswick","689494"
"1976-07","Quebec","6396761"
"1976-07","Ontario","8413779"
"1976-07","Manitoba","1031758"
"1976-07","Saskatchewan","931612"
"1976-07","Alberta","1869287"
"1976-07","British Columbia","2533899"
"1976-07","Yukon","22441"
"1976-07","Northwest Territories including Nunavut","44324"
"1976-10","Canada","23533565"
"1976-10","Newfoundland and Labrador","563591"
"1976-10","Prince Edward Island","118925"
"1976-10","Nova Scotia","837578"
"1976-10","New Brunswick","690936"
"1976-10","Quebec","6404158"
"1976-10","Ontario","8438765"
"1976-10","Manitoba","1033171"
"1976-10","Saskatchewan","936235"
"1976-10","Alberta","1896466"
"1976-10","British Columbia","2546813"
"1976-10","Yukon","22509"
"1976-10","Northwest Territories including Nunavut","44418"
"1977-01","Canada","23591713"
"1977-01","Newfoundland and Labrador","563387"
"1977-01","Prince Edward Island","119121"
"1977-01","Nova Scotia","838385"
"1977-01","New Brunswick","691810"
"1977-01","Quebec","6412575"
"1977-01","Ontario","8458617"
"1977-01","Manitoba","1034113"
"1977-01","Saskatchewan","938455"
"1977-01","Alberta","1914570"
"1977-01","British Columbia","2554051"
"1977-01","Yukon","22262"
"1977-01","Northwest Territories including Nunavut","44367"
"1977-04","Canada","23656739"
"1977-04","Newfoundland and Labrador","564217"
"1977-04","Prince Edward Island","119297"
"1977-04","Nova Scotia","839315"
"1977-04","New Brunswick","693580"
"1977-04","Quebec","6423152"
"1977-04","Ontario","8481322"
"1977-04","Manitoba","1035920"
"1977-04","Saskatchewan","941297"
"1977-04","Alberta","1931214"
"1977-04","British Columbia","2560711"
"1977-04","Yukon","22308"
"1977-04","Northwest Territories including Nunavut","44406"
"1977-07","Canada","23725843"
"1977-07","Newfoundland and Labrador","565348"
"1977-07","Prince Edward Island","119902"
"1977-07","Nova Scotia","840028"
"1977-07","New Brunswick","695843"
"1977-07","Quebec","6433133"
"1977-07","Ontario","8504080"
"1977-07","Manitoba","1037369"
"1977-07","Saskatchewan","944621"
"1977-07","Alberta","1948263"
"1977-07","British Columbia","2570315"
"1977-07","Yukon","22462"
"1977-07","Northwest Territories including Nunavut","44479"
"1977-10","Canada","23801445"
"1977-10","Newfoundland and Labrador","566116"
"1977-10","Prince Edward Island","120459"
"1977-10","Nova Scotia","842051"
"1977-10","New Brunswick","696378"
"1977-10","Quebec","6431509"
"1977-10","Ontario","8530102"
"1977-10","Manitoba","1038470"
"1977-10","Saskatchewan","947400"
"1977-10","Alberta","1974721"
"1977-10","British Columbia","2586668"
"1977-10","Yukon","22747"
"1977-10","Northwest Territories including Nunavut","44824"
"1978-01","Canada","23849503"
"1978-01","Newfoundland and Labrador","565981"
"1978-01","Prince Edward Island","120764"
"1978-01","Nova Scotia","842961"
"1978-01","New Brunswick","696872"
"1978-01","Quebec","6432019"
"1978-01","Ontario","8548453"
"1978-01","Manitoba","1038859"
"1978-01","Saskatchewan","948753"
"1978-01","Alberta","1991454"
"1978-01","British Columbia","2595858"
"1978-01","Yukon","22668"
"1978-01","Northwest Territories including Nunavut","44861"
"1978-04","Canada","23903687"
"1978-04","Newfoundland and Labrador","566671"
"1978-04","Prince Edward Island","121014"
"1978-04","Nova Scotia","843663"
"1978-04","New Brunswick","697851"
"1978-04","Quebec","6436705"
"1978-04","Ontario","8569298"
"1978-04","Manitoba","1040028"
"1978-04","Saskatchewan","950365"
"1978-04","Alberta","2006745"
"1978-04","British Columbia","2603502"
"1978-04","Yukon","22834"
"1978-04","Northwest Territories including Nunavut","45011"
"1978-07","Canada","23963203"
"1978-07","Newfoundland and Labrador","567639"
"1978-07","Prince Edward Island","121684"
"1978-07","Nova Scotia","844628"
"1978-07","New Brunswick","699514"
"1978-07","Quebec","6440459"
"1978-07","Ontario","8590144"
"1978-07","Manitoba","1040881"
"1978-07","Saskatchewan","952430"
"1978-07","Alberta","2022241"
"1978-07","British Columbia","2615162"
"1978-07","Yukon","23157"
"1978-07","Northwest Territories including Nunavut","45264"
"1978-10","Canada","24025447"
"1978-10","Newfoundland and Labrador","568417"
"1978-10","Prince Edward Island","121952"
"1978-10","Nova Scotia","846612"
"1978-10","New Brunswick","699937"
"1978-10","Quebec","6442774"
"1978-10","Ontario","8604263"
"1978-10","Manitoba","1038528"
"1978-10","Saskatchewan","954473"
"1978-10","Alberta","2047919"
"1978-10","British Columbia","2632020"
"1978-10","Yukon","23120"
"1978-10","Northwest Territories including Nunavut","45432"
"1979-01","Canada","24071889"
"1979-01","Newfoundland and Labrador","568329"
"1979-01","Prince Edward Island","122104"
"1979-01","Nova Scotia","847511"
"1979-01","New Brunswick","700237"
"1979-01","Quebec","6446529"
"1979-01","Ontario","8619239"
"1979-01","Manitoba","1037449"
"1979-01","Saskatchewan","955552"
"1979-01","Alberta","2064776"
"1979-01","British Columbia","2641872"
"1979-01","Yukon","22845"
"1979-01","Northwest Territories including Nunavut","45446"
"1979-04","Canada","24128180"
"1979-04","Newfoundland and Labrador","569012"
"1979-04","Prince Edward Island","122277"
"1979-04","Nova Scotia","848272"
"1979-04","New Brunswick","701261"
"1979-04","Quebec","6455295"
"1979-04","Ontario","8638099"
"1979-04","Manitoba","1037417"
"1979-04","Saskatchewan","957375"
"1979-04","Alberta","2079840"
"1979-04","British Columbia","2650940"
"1979-04","Yukon","22845"
"1979-04","Northwest Territories including Nunavut","45547"
"1979-07","Canada","24201544"
"1979-07","Newfoundland and Labrador","570075"
"1979-07","Prince Edward Island","122885"
"1979-07","Nova Scotia","849396"
"1979-07","New Brunswick","703158"
"1979-07","Quebec","6465996"
"1979-07","Ontario","8662088"
"1979-07","Manitoba","1037272"
"1979-07","Saskatchewan","959735"
"1979-07","Alberta","2096966"
"1979-07","British Columbia","2665238"
"1979-07","Yukon","22972"
"1979-07","Northwest Territories including Nunavut","45763"
"1979-10","Canada","24279044"
"1979-10","Newfoundland and Labrador","570976"
"1979-10","Prince Edward Island","123002"
"1979-10","Nova Scotia","850336"
"1979-10","New Brunswick","703038"
"1979-10","Quebec","6472095"
"1979-10","Ontario","8674941"
"1979-10","Manitoba","1034189"
"1979-10","Saskatchewan","961723"
"1979-10","Alberta","2128647"
"1979-10","British Columbia","2691121"
"1979-10","Yukon","23036"
"1979-10","Northwest Territories including Nunavut","45940"
"1980-01","Canada","24345365"
"1980-01","Newfoundland and Labrador","570899"
"1980-01","Prince Edward Island","123109"
"1980-01","Nova Scotia","850915"
"1980-01","New Brunswick","703538"
"1980-01","Quebec","6480428"
"1980-01","Ontario","8693157"
"1980-01","Manitoba","1033557"
"1980-01","Saskatchewan","963231"
"1980-01","Alberta","2149996"
"1980-01","British Columbia","2707690"
"1980-01","Yukon","22834"
"1980-01","Northwest Territories including Nunavut","46011"
"1980-04","Canada","24418295"
"1980-04","Newfoundland and Labrador","571554"
"1980-04","Prince Edward Island","123275"
"1980-04","Nova Scotia","851541"
"1980-04","New Brunswick","704475"
"1980-04","Quebec","6492192"
"1980-04","Ontario","8715218"
"1980-04","Manitoba","1033985"
"1980-04","Saskatchewan","965215"
"1980-04","Alberta","2168863"
"1980-04","British Columbia","2722921"
"1980-04","Yukon","22876"
"1980-04","Northwest Territories including Nunavut","46180"
"1980-07","Canada","24515667"
"1980-07","Newfoundland and Labrador","572759"
"1980-07","Prince Edward Island","123735"
"1980-07","Nova Scotia","852659"
"1980-07","New Brunswick","706219"
"1980-07","Quebec","6505997"
"1980-07","Ontario","8746013"
"1980-07","Manitoba","1034435"
"1980-07","Saskatchewan","967548"
"1980-07","Alberta","2191029"
"1980-07","British Columbia","2745861"
"1980-07","Yukon","23019"
"1980-07","Northwest Territories including Nunavut","46393"
"1980-10","Canada","24603534"
"1980-10","Newfoundland and Labrador","573582"
"1980-10","Prince Edward Island","123445"
"1980-10","Nova Scotia","853389"
"1980-10","New Brunswick","705237"
"1980-10","Quebec","6515323"
"1980-10","Ontario","8757388"
"1980-10","Manitoba","1034017"
"1980-10","Saskatchewan","970183"
"1980-10","Alberta","2227159"
"1980-10","British Columbia","2773680"
"1980-10","Yukon","23380"
"1980-10","Northwest Territories including Nunavut","46751"
"1981-01","Canada","24665355"
"1981-01","Newfoundland and Labrador","573420"
"1981-01","Prince Edward Island","123315"
"1981-01","Nova Scotia","853673"
"1981-01","New Brunswick","704763"
"1981-01","Quebec","6523258"
"1981-01","Ontario","8770591"
"1981-01","Manitoba","1033968"
"1981-01","Saskatchewan","971544"
"1981-01","Alberta","2249907"
"1981-01","British Columbia","2790754"
"1981-01","Yukon","23311"
"1981-01","Northwest Territories including Nunavut","46851"
"1981-04","Canada","24732826"
"1981-04","Newfoundland and Labrador","574199"
"1981-04","Prince Edward Island","123285"
"1981-04","Nova Scotia","854024"
"1981-04","New Brunswick","705241"
"1981-04","Quebec","6534508"
"1981-04","Ontario","8787156"
"1981-04","Manitoba","1034805"
"1981-04","Saskatchewan","973372"
"1981-04","Alberta","2270227"
"1981-04","British Columbia","2805394"
"1981-04","Yukon","23517"
"1981-04","Northwest Territories including Nunavut","47098"
"1981-07","Canada","24819915"
